Sample;Year;DY;Tree;RF;CZ;EZ;WZ;MZ;PR;Site;Species
20;2013;262;6;1;5;0;6;24;24;north;PCAB
20;2013;262;6;2;5;0;5;23;24;north;PCAB
20;2013;262;6;3;5;0;5;23;23;north;PCAB
21;2013;268;6;1;5;0;11;19;34;north;PCAB
21;2013;268;6;2;6;0;10;16;33;north;PCAB
21;2013;268;6;3;6;0;10;21;33;north;PCAB
22;2013;292;6;1;5;0;0;18;29;north;PCAB
22;2013;292;6;2;5;0;0;22;28;north;PCAB
22;2013;292;6;3;6;0;0;22;29;north;PCAB
1;2013;118;7;1;7;0;0;0;39;north;PCAB
1;2013;118;7;2;7;0;0;0;45;north;PCAB
1;2013;118;7;3;6;0;0;0;41;north;PCAB
2;2013;125;7;1;6;0;0;0;42;north;PCAB
2;2013;125;7;2;7;0;0;0;41;north;PCAB
2;2013;125;7;3;6;0;0;0;41;north;PCAB
3;2013;131;7;1;6;0;0;0;40;north;PCAB
3;2013;131;7;2;6;0;0;0;35;north;PCAB
3;2013;131;7;3;7;0;0;0;39;north;PCAB
4;2013;138;7;1;11;1;0;0;51;north;PCAB
4;2013;138;7;2;8;1;0;0;58;north;PCAB
4;2013;138;7;3;11;0;0;0;54;north;PCAB
5;2013;142;7;1;8;1;0;0;28;north;PCAB
5;2013;142;7;2;9;0;0;0;33;north;PCAB
5;2013;142;7;3;7;0;0;0;30;north;PCAB
6;2013;147;7;1;6;0;0;0;20;north;PCAB
6;2013;147;7;2;6;0;0;0;23;north;PCAB
6;2013;147;7;3;9;0;0;0;22;north;PCAB
7;2013;152;7;1;7;1;0;0;22;north;PCAB
7;2013;152;7;2;6;1;0;0;23;north;PCAB
7;2013;152;7;3;6;1;0;0;22;north;PCAB
8;2013;156;7;1;9;0;0;0;22;north;PCAB
8;2013;156;7;2;8;2;0;0;22;north;PCAB
8;2013;156;7;3;8;2;0;0;22;north;PCAB
9;2013;162;7;1;8;2;0;0;23;north;PCAB
9;2013;162;7;2;7;2;0;0;19;north;PCAB
9;2013;162;7;3;10;2;0;0;21;north;PCAB
10;2013;170;7;1;15;2;0;0;22;north;PCAB
10;2013;170;7;2;15;3;0;0;25;north;PCAB
10;2013;170;7;3;15;1;0;0;24;north;PCAB
11;2013;174;7;1;14;3;2;0;43;north;PCAB
11;2013;174;7;2;15;3;3;0;44;north;PCAB
11;2013;174;7;3;14;3;2;0;44;north;PCAB
12;2013;183;7;1;11;7;3;0;41;north;PCAB
12;2013;183;7;2;10;6;5;0;41;north;PCAB
12;2013;183;7;3;9;8;3;0;43;north;PCAB
13;2013;192;7;1;13;3;9;0;45;north;PCAB
13;2013;192;7;2;14;3;7;0;43;north;PCAB
13;2013;192;7;3;15;4;8;0;44;north;PCAB
14;2013;201;7;1;8;3;8;2;28;north;PCAB
14;2013;201;7;2;8;5;7;1;32;north;PCAB
14;2013;201;7;3;8;4;10;1;29;north;PCAB
15;2013;210;7;1;7;6;11;5;39;north;PCAB
15;2013;210;7;2;9;6;6;12;37;north;PCAB
15;2013;210;7;3;8;4;7;10;37;north;PCAB
16;2013;220;7;1;9;2;13;8;39;north;PCAB
16;2013;220;7;2;7;2;13;7;39;north;PCAB
16;2013;220;7;3;6;2;11;12;38;north;PCAB
17;2013;232;7;1;7;0;14;9;25;north;PCAB
17;2013;232;7;2;7;1;13;8;25;north;PCAB
17;2013;232;7;3;8;0;13;9;24;north;PCAB
18;2013;241;7;1;7;0;10;15;22;north;PCAB
18;2013;241;7;2;7;0;10;13;25;north;PCAB
18;2013;241;7;3;7;0;9;11;22;north;PCAB
19;2013;252;7;1;6;0;7;12;21;north;PCAB
19;2013;252;7;2;5;0;8;14;24;north;PCAB
19;2013;252;7;3;5;0;8;12;22;north;PCAB
20;2013;262;7;1;7;0;10;14;17;north;PCAB
20;2013;262;7;2;6;0;10;15;20;north;PCAB
20;2013;262;7;3;8;1;10;16;20;north;PCAB
21;2013;268;7;1;5;1;2;30;34;north;PCAB
21;2013;268;7;2;6;0;2;31;34;north;PCAB
21;2013;268;7;3;5;0;2;31;35;north;PCAB
22;2013;292;7;1;7;0;0;15;20;north;PCAB
22;2013;292;7;2;7;0;0;19;19;north;PCAB
22;2013;292;7;3;6;0;0;17;20;north;PCAB
1;2013;118;8;1;6;0;0;0;37;north;PCAB
1;2013;118;8;2;6;0;0;0;36;north;PCAB
1;2013;118;8;3;6;0;0;0;37;north;PCAB
2;2013;125;8;1;4;0;0;0;26;north;PCAB
2;2013;125;8;2;5;0;0;0;24;north;PCAB
2;2013;125;8;3;4;0;0;0;25;north;PCAB
3;2013;131;8;1;7;0;0;0;41;north;PCAB
3;2013;131;8;2;7;0;0;0;42;north;PCAB
3;2013;131;8;3;6;0;0;0;42;north;PCAB
4;2013;138;8;1;10;1;0;0;46;north;PCAB
4;2013;138;8;2;10;0;0;0;48;north;PCAB
4;2013;138;8;3;10;0;0;0;47;north;PCAB
5;2013;142;8;1;9;1;0;0;32;north;PCAB
5;2013;142;8;2;8;0;0;0;28;north;PCAB
5;2013;142;8;3;8;1;0;0;29;north;PCAB
6;2013;147;8;1;12;0;0;0;39;north;PCAB
6;2013;147;8;2;11;0;0;0;41;north;PCAB
6;2013;147;8;3;11;0;0;0;40;north;PCAB
7;2013;152;8;1;9;3;0;0;22;north;PCAB
7;2013;152;8;2;8;1;0;0;21;north;PCAB
7;2013;152;8;3;9;1;0;0;21;north;PCAB
8;2013;156;8;1;11;5;0;0;54;north;PCAB
8;2013;156;8;2;12;6;0;0;49;north;PCAB
8;2013;156;8;3;11;6;0;0;52;north;PCAB
9;2013;162;8;1;11;8;0;0;42;north;PCAB
9;2013;162;8;2;9;9;0;0;40;north;PCAB
9;2013;162;8;3;9;7;0;0;40;north;PCAB
10;2013;170;8;1;13;5;2;0;37;north;PCAB
10;2013;170;8;2;13;5;2;0;39;north;PCAB
10;2013;170;8;3;12;5;2;0;36;north;PCAB
11;2013;174;8;1;8;9;6;0;34;north;PCAB
11;2013;174;8;2;9;7;7;0;36;north;PCAB
11;2013;174;8;3;8;4;3;0;34;north;PCAB
12;2013;183;8;1;11;6;9;1;39;north;PCAB
12;2013;183;8;2;9;6;8;1;36;north;PCAB
12;2013;183;8;3;9;6;10;0;39;north;PCAB
13;2013;192;8;1;8;3;10;4;36;north;PCAB
13;2013;192;8;2;8;3;12;6;36;north;PCAB
13;2013;192;8;3;9;1;11;7;36;north;PCAB
14;2013;201;8;1;6;6;9;5;32;north;PCAB
14;2013;201;8;2;8;8;9;8;31;north;PCAB
14;2013;201;8;3;8;9;9;8;32;north;PCAB
15;2013;210;8;1;7;2;9;14;36;north;PCAB
15;2013;210;8;2;7;2;9;15;38;north;PCAB
15;2013;210;8;3;8;1;10;13;37;north;PCAB
16;2013;220;8;1;5;1;8;21;47;north;PCAB
16;2013;220;8;2;5;1;9;21;48;north;PCAB
16;2013;220;8;3;5;1;10;20;48;north;PCAB
17;2013;232;8;1;5;1;17;20;43;north;PCAB
17;2013;232;8;2;5;3;19;20;45;north;PCAB
17;2013;232;8;3;6;2;17;21;43;north;PCAB
18;2013;241;8;1;6;1;12;23;44;north;PCAB
18;2013;241;8;2;6;2;13;22;44;north;PCAB
18;2013;241;8;3;5;3;12;21;45;north;PCAB
19;2013;252;8;1;6;0;9;21;42;north;PCAB
19;2013;252;8;2;5;0;11;20;47;north;PCAB
19;2013;252;8;3;7;0;9;22;44;north;PCAB
20;2013;262;8;1;6;0;11;24;22;north;PCAB
20;2013;262;8;2;5;0;9;24;22;north;PCAB
20;2013;262;8;3;6;0;9;23;22;north;PCAB
21;2013;268;8;1;6;0;5;27;47;north;PCAB
21;2013;268;8;2;6;0;3;28;47;north;PCAB
21;2013;268;8;3;5;0;4;29;48;north;PCAB
22;2013;292;8;1;5;0;0;19;24;north;PCAB
22;2013;292;8;2;4;0;0;17;22;north;PCAB
22;2013;292;8;3;5;0;0;16;23;north;PCAB
1;2013;118;1;1;5;0;0;0;34;south;PCAB
1;2013;118;1;2;6;0;0;0;33;south;PCAB
1;2013;118;1;3;6;0;0;0;37;south;PCAB
2;2013;125;1;1;7;0;0;0;40;south;PCAB
2;2013;125;1;2;5;0;0;0;47;south;PCAB
2;2013;125;1;3;6;1;0;0;41;south;PCAB
3;2013;131;1;1;8;0;0;0;36;south;PCAB
3;2013;131;1;2;;;;;;south;PCAB
3;2013;131;1;3;;;;;;south;PCAB
4;2013;138;1;1;12;1;0;0;33;south;PCAB
4;2013;138;1;2;11;1;0;0;38;south;PCAB
4;2013;138;1;3;10;0;0;0;37;south;PCAB
5;2013;142;1;1;11;1;0;0;37;south;PCAB
5;2013;142;1;2;10;0;0;0;38;south;PCAB
5;2013;142;1;3;10;0;0;0;43;south;PCAB
6;2013;147;1;1;11;1;0;0;34;south;PCAB
6;2013;147;1;2;12;1;0;0;34;south;PCAB
6;2013;147;1;3;9;1;0;0;28;south;PCAB
7;2013;152;1;1;10;1;0;0;31;south;PCAB
7;2013;152;1;2;10;1;0;0;33;south;PCAB
7;2013;152;1;3;11;1;0;0;29;south;PCAB
8;2013;156;1;1;10;1;0;0;26;south;PCAB
8;2013;156;1;2;8;2;0;0;23;south;PCAB
8;2013;156;1;3;8;2;0;0;26;south;PCAB
9;2013;162;1;1;9;2;0;0;21;south;PCAB
9;2013;162;1;2;8;2;0;0;20;south;PCAB
9;2013;162;1;3;7;2;0;0;19;south;PCAB
10;2013;170;1;1;13;2;0;0;32;south;PCAB
10;2013;170;1;2;10;3;0;0;40;south;PCAB
10;2013;170;1;3;9;4;0;0;34;south;PCAB
11;2013;174;1;1;17;8;7;0;46;south;PCAB
11;2013;174;1;2;15;10;7;0;48;south;PCAB
11;2013;174;1;3;16;8;7;0;49;south;PCAB
12;2013;183;1;1;13;5;10;0;46;south;PCAB
12;2013;183;1;2;14;5;7;0;45;south;PCAB
12;2013;183;1;3;14;6;11;0;46;south;PCAB
13;2013;192;1;1;9;9;8;2;44;south;PCAB
13;2013;192;1;2;9;8;6;3;45;south;PCAB
13;2013;192;1;3;9;10;6;3;47;south;PCAB
14;2013;201;1;1;9;6;10;4;37;south;PCAB
14;2013;201;1;2;8;5;8;7;40;south;PCAB
14;2013;201;1;3;9;4;14;4;46;south;PCAB
15;2013;210;1;1;6;2;13;6;32;south;PCAB
15;2013;210;1;2;7;1;14;7;29;south;PCAB
15;2013;210;1;3;7;1;11;9;29;south;PCAB
16;2013;220;1;1;6;1;20;15;41;south;PCAB
16;2013;220;1;2;7;2;17;19;46;south;PCAB
16;2013;220;1;3;8;2;16;17;42;south;PCAB
17;2013;232;1;1;7;1;12;17;35;south;PCAB
17;2013;232;1;2;6;1;12;21;35;south;PCAB
17;2013;232;1;3;5;1;14;16;36;south;PCAB
18;2013;241;1;1;5;0;10;42;44;south;PCAB
18;2013;241;1;2;4;1;11;42;42;south;PCAB
18;2013;241;1;3;5;1;10;40;42;south;PCAB
19;2013;252;1;1;9;0;13;63;64;south;PCAB
19;2013;252;1;2;7;0;16;68;61;south;PCAB
19;2013;252;1;3;9;0;16;60;58;south;PCAB
20;2013;262;1;1;6;1;3;33;39;south;PCAB
20;2013;262;1;2;5;1;3;34;38;south;PCAB
20;2013;262;1;3;4;1;1;34;38;south;PCAB
21;2013;268;1;1;5;1;3;27;36;south;PCAB
21;2013;268;1;2;4;1;3;27;37;south;PCAB
21;2013;268;1;3;6;0;3;29;37;south;PCAB
22;2013;292;1;1;5;0;0;26;30;south;PCAB
22;2013;292;1;2;7;0;0;29;33;south;PCAB
22;2013;292;1;3;7;0;0;27;31;south;PCAB
1;2013;118;2;1;6;0;0;0;54;south;PCAB
1;2013;118;2;2;6;0;0;0;54;south;PCAB
1;2013;118;2;3;7;0;0;0;51;south;PCAB
2;2013;125;2;1;5;0;0;0;38;south;PCAB
2;2013;125;2;2;5;0;0;0;35;south;PCAB
2;2013;125;2;3;6;0;0;0;36;south;PCAB
3;2013;131;2;1;10;0;0;0;61;south;PCAB
3;2013;131;2;2;8;0;0;0;67;south;PCAB
3;2013;131;2;3;9;0;0;0;60;south;PCAB
4;2013;138;2;1;10;0;0;0;48;south;PCAB
4;2013;138;2;2;9;0;0;0;53;south;PCAB
4;2013;138;2;3;8;0;0;0;50;south;PCAB
5;2013;142;2;1;8;0;0;0;41;south;PCAB
5;2013;142;2;2;8;0;0;0;40;south;PCAB
5;2013;142;2;3;8;1;0;0;43;south;PCAB
6;2013;147;2;1;9;1;0;0;56;south;PCAB
6;2013;147;2;2;10;0;0;0;55;south;PCAB
6;2013;147;2;3;9;1;0;0;50;south;PCAB
7;2013;152;2;1;12;1;0;0;55;south;PCAB
7;2013;152;2;2;12;0;0;0;57;south;PCAB
7;2013;152;2;3;11;0;0;0;59;south;PCAB
8;2013;156;2;1;10;2;0;0;59;south;PCAB
8;2013;156;2;2;12;1;0;0;66;south;PCAB
8;2013;156;2;3;11;1;0;0;65;south;PCAB
9;2013;162;2;1;10;1;0;0;62;south;PCAB
9;2013;162;2;2;11;1;0;0;64;south;PCAB
9;2013;162;2;3;;1;0;0;54;south;PCAB
10;2013;170;2;1;6;7;0;0;23;south;PCAB
10;2013;170;2;2;7;7;0;0;23;south;PCAB
10;2013;170;2;3;5;8;0;0;23;south;PCAB
11;2013;174;2;1;14;6;5;0;61;south;PCAB
11;2013;174;2;2;13;5;5;0;66;south;PCAB
11;2013;174;2;3;14;7;3;0;58;south;PCAB
12;2013;183;2;1;9;5;10;0;70;south;PCAB
12;2013;183;2;2;10;5;10;0;67;south;PCAB
12;2013;183;2;3;12;6;8;0;70;south;PCAB
13;2013;192;2;1;6;6;9;3;70;south;PCAB
13;2013;192;2;2;8;3;12;3;75;south;PCAB
13;2013;192;2;3;8;3;11;3;65;south;PCAB
14;2013;201;2;1;7;6;12;3;30;south;PCAB
14;2013;201;2;2;7;7;14;2;33;south;PCAB
14;2013;201;2;3;7;4;11;3;32;south;PCAB
15;2013;210;2;1;8;7;15;7;53;south;PCAB
15;2013;210;2;2;8;6;14;7;50;south;PCAB
15;2013;210;2;3;5;5;14;8;56;south;PCAB
16;2013;220;2;1;6;2;15;13;53;south;PCAB
16;2013;220;2;2;7;2;14;18;57;south;PCAB
16;2013;220;2;3;7;1;16;13;51;south;PCAB
17;2013;232;2;1;5;1;11;14;24;south;PCAB
17;2013;232;2;2;5;0;13;13;25;south;PCAB
17;2013;232;2;3;6;1;9;13;23;south;PCAB
18;2013;241;2;1;5;6;20;24;27;south;PCAB
18;2013;241;2;2;6;5;20;23;28;south;PCAB
18;2013;241;2;3;5;5;18;26;29;south;PCAB
19;2013;252;2;1;10;0;13;18;44;south;PCAB
19;2013;252;2;2;7;0;16;21;43;south;PCAB
19;2013;252;2;3;8;0;17;20;48;south;PCAB
20;2013;262;2;1;6;0;16;19;29;south;PCAB
20;2013;262;2;2;6;0;16;22;31;south;PCAB
20;2013;262;2;3;6;1;17;16;29;south;PCAB
21;2013;268;2;1;6;0;14;19;48;south;PCAB
21;2013;268;2;2;8;1;15;21;45;south;PCAB
21;2013;268;2;3;6;0;13;21;45;south;PCAB
22;2013;292;2;1;7;0;0;40;37;south;PCAB
22;2013;292;2;2;7;0;0;41;36;south;PCAB
22;2013;292;2;3;6;0;0;40;36;south;PCAB
1;2013;118;3;1;5;0;0;0;22;south;PCAB
1;2013;118;3;2;5;0;0;0;22;south;PCAB
1;2013;118;3;3;4;0;0;0;18;south;PCAB
2;2013;125;3;1;5;0;0;0;16;south;PCAB
2;2013;125;3;2;5;0;0;0;16;south;PCAB
2;2013;125;3;3;5;1;0;0;16;south;PCAB
3;2013;131;3;1;6;0;0;0;28;south;PCAB
3;2013;131;3;2;6;0;0;0;29;south;PCAB
3;2013;131;3;3;5;0;0;0;28;south;PCAB
4;2013;138;3;1;7;0;0;0;18;south;PCAB
4;2013;138;3;2;6;1;0;0;18;south;PCAB
4;2013;138;3;3;7;0;0;0;19;south;PCAB
5;2013;142;3;1;10;1;0;0;20;south;PCAB
5;2013;142;3;2;9;2;0;0;21;south;PCAB
5;2013;142;3;3;6;1;0;0;21;south;PCAB
6;2013;147;3;1;13;1;0;0;24;south;PCAB
6;2013;147;3;2;10;1;0;0;23;south;PCAB
6;2013;147;3;3;12;2;0;0;24;south;PCAB
7;2013;152;3;1;13;2;0;0;24;south;PCAB
7;2013;152;3;2;11;1;0;0;23;south;PCAB
7;2013;152;3;3;12;2;0;0;24;south;PCAB
8;2013;156;3;1;8;2;0;0;19;south;PCAB
8;2013;156;3;2;10;2;0;0;18;south;PCAB
8;2013;156;3;3;8;3;0;0;21;south;PCAB
9;2013;162;3;1;7;3;0;0;22;south;PCAB
9;2013;162;3;2;5;2;0;0;23;south;PCAB
9;2013;162;3;3;6;2;0;0;22;south;PCAB
10;2013;170;3;1;9;3;2;2;17;south;PCAB
10;2013;170;3;2;10;3;1;2;16;south;PCAB
10;2013;170;3;3;10;3;2;2;16;south;PCAB
11;2013;174;3;1;10;2;0;0;18;south;PCAB
11;2013;174;3;2;12;3;0;0;19;south;PCAB
11;2013;174;3;3;12;4;0;0;19;south;PCAB
12;2013;183;3;1;11;6;0;0;16;south;PCAB
12;2013;183;3;2;8;6;0;0;17;south;PCAB
12;2013;183;3;3;10;5;0;0;17;south;PCAB
13;2013;192;3;1;7;8;3;0;20;south;PCAB
13;2013;192;3;2;8;8;4;0;19;south;PCAB
13;2013;192;3;3;7;8;3;0;20;south;PCAB
14;2013;201;3;1;7;4;2;9;19;south;PCAB
14;2013;201;3;2;7;4;1;8;19;south;PCAB
14;2013;201;3;3;8;2;1;9;17;south;PCAB
15;2013;210;3;1;8;2;10;2;17;south;PCAB
15;2013;210;3;2;8;3;9;2;14;south;PCAB
15;2013;210;3;3;7;3;9;2;16;south;PCAB
16;2013;220;3;1;8;2;8;3;14;south;PCAB
16;2013;220;3;2;9;3;7;3;13;south;PCAB
16;2013;220;3;3;9;3;8;3;16;south;PCAB
17;2013;232;3;1;8;4;16;24;17;south;PCAB
17;2013;232;3;2;10;3;20;17;17;south;PCAB
17;2013;232;3;3;8;4;19;17;18;south;PCAB
18;2013;241;3;1;4;1;4;23;21;south;PCAB
18;2013;241;3;2;5;0;4;21;18;south;PCAB
18;2013;241;3;3;5;0;6;19;21;south;PCAB
19;2013;252;3;1;6;0;4;20;20;south;PCAB
19;2013;252;3;2;6;0;5;20;19;south;PCAB
19;2013;252;3;3;6;0;5;22;18;south;PCAB
20;2013;262;3;1;5;0;10;11;16;south;PCAB
20;2013;262;3;2;6;0;9;10;17;south;PCAB
20;2013;262;3;3;5;0;11;11;19;south;PCAB
21;2013;268;3;1;4;0;19;3;17;south;PCAB
21;2013;268;3;2;5;0;23;1;15;south;PCAB
21;2013;268;3;3;5;0;24;0;16;south;PCAB
22;2013;292;3;1;6;0;0;23;17;south;PCAB
22;2013;292;3;2;6;0;0;23;18;south;PCAB
22;2013;292;3;3;6;0;0;27;16;south;PCAB
1;2013;118;4;1;6;0;0;0;39;south;PCAB
1;2013;118;4;2;6;0;0;0;45;south;PCAB
1;2013;118;4;3;5;0;0;0;47;south;PCAB
2;2013;125;4;1;7;1;0;0;48;south;PCAB
2;2013;125;4;2;8;0;0;0;48;south;PCAB
2;2013;125;4;3;6;1;0;0;49;south;PCAB
3;2013;131;4;1;9;0;0;0;49;south;PCAB
3;2013;131;4;2;9;0;0;0;56;south;PCAB
3;2013;131;4;3;9;0;0;0;51;south;PCAB
4;2013;138;4;1;11;1;0;0;51;south;PCAB
4;2013;138;4;2;8;1;0;0;58;south;PCAB
4;2013;138;4;3;10;0;0;0;53;south;PCAB
5;2013;142;4;1;9;1;0;0;39;south;PCAB
5;2013;142;4;2;12;1;0;0;45;south;PCAB
5;2013;142;4;3;12;1;0;0;51;south;PCAB
6;2013;147;4;1;14;1;0;0;53;south;PCAB
6;2013;147;4;2;15;1;0;0;51;south;PCAB
6;2013;147;4;3;13;3;0;0;54;south;PCAB
7;2013;152;4;1;10;0;0;0;43;south;PCAB
7;2013;152;4;2;10;0;0;0;43;south;PCAB
7;2013;152;4;3;13;0;0;0;43;south;PCAB
8;2013;156;4;1;14;3;0;0;65;south;PCAB
8;2013;156;4;2;13;5;0;0;62;south;PCAB
8;2013;156;4;3;13;4;0;0;66;south;PCAB
9;2013;162;4;1;15;12;0;0;50;south;PCAB
9;2013;162;4;2;13;11;0;0;47;south;PCAB
9;2013;162;4;3;13;11;0;0;48;south;PCAB
10;2013;170;4;1;11;11;0;0;47;south;PCAB
10;2013;170;4;2;11;8;0;0;46;south;PCAB
10;2013;170;4;3;11;8;0;0;45;south;PCAB
11;2013;174;4;1;23;8;11;0;95;south;PCAB
11;2013;174;4;2;22;8;9;0;90;south;PCAB
11;2013;174;4;3;20;8;8;0;99;south;PCAB
12;2013;183;4;1;8;5;4;0;48;south;PCAB
12;2013;183;4;2;13;7;3;0;45;south;PCAB
12;2013;183;4;3;10;8;3;0;48;south;PCAB
13;2013;192;4;1;10;2;9;0;38;south;PCAB
13;2013;192;4;2;11;2;10;0;36;south;PCAB
13;2013;192;4;3;11;2;10;0;41;south;PCAB
14;2013;201;4;1;12;4;10;7;53;south;PCAB
14;2013;201;4;2;9;4;6;8;51;south;PCAB
14;2013;201;4;3;11;4;9;8;54;south;PCAB
15;2013;210;4;1;12;8;13;31;85;south;PCAB
15;2013;210;4;2;10;9;17;25;93;south;PCAB
15;2013;210;4;3;16;7;16;28;94;south;PCAB
16;2013;220;4;1;8;3;8;17;45;south;PCAB
16;2013;220;4;2;10;3;11;16;45;south;PCAB
16;2013;220;4;3;10;3;11;19;46;south;PCAB
17;2013;232;4;1;12;2;14;21;49;south;PCAB
17;2013;232;4;2;;;;;;south;PCAB
17;2013;232;4;3;;;;;;south;PCAB
18;2013;241;4;1;14;1;17;25;52;south;PCAB
18;2013;241;4;2;14;0;18;24;49;south;PCAB
18;2013;241;4;3;11;0;19;23;49;south;PCAB
19;2013;252;4;1;9;0;9;33;49;south;PCAB
19;2013;252;4;2;7;0;8;30;48;south;PCAB
19;2013;252;4;3;8;0;9;24;53;south;PCAB
20;2013;262;4;1;6;1;11;27;64;south;PCAB
20;2013;262;4;2;10;0;11;30;59;south;PCAB
20;2013;262;4;3;6;0;12;31;53;south;PCAB
21;2013;268;4;1;7;0;5;30;47;south;PCAB
21;2013;268;4;2;7;0;8;27;40;south;PCAB
21;2013;268;4;3;8;0;6;25;42;south;PCAB
22;2013;292;4;1;8;0;0;26;43;south;PCAB
22;2013;292;4;2;8;0;0;30;41;south;PCAB
22;2013;292;4;3;8;0;0;24;42;south;PCAB
1;2013;118;5;1;4;0;0;0;9;south;PCAB
1;2013;118;5;2;5;0;0;0;9;south;PCAB
1;2013;118;5;3;5;0;0;0;10;south;PCAB
2;2013;125;5;1;5;0;0;0;12;south;PCAB
2;2013;125;5;2;5;0;0;0;12;south;PCAB
2;2013;125;5;3;5;0;0;0;12;south;PCAB
3;2013;131;5;1;5;0;0;0;9;south;PCAB
3;2013;131;5;2;5;0;0;0;9;south;PCAB
3;2013;131;5;3;4;0;0;0;10;south;PCAB
4;2013;138;5;1;5;1;0;0;10;south;PCAB
4;2013;138;5;2;6;0;0;0;11;south;PCAB
4;2013;138;5;3;6;1;0;0;11;south;PCAB
5;2013;142;5;1;5;0;0;0;10;south;PCAB
5;2013;142;5;2;6;0;0;0;10;south;PCAB
5;2013;142;5;3;5;0;0;0;10;south;PCAB
6;2013;147;5;1;6;1;0;0;10;south;PCAB
6;2013;147;5;2;5;1;0;0;10;south;PCAB
6;2013;147;5;3;6;1;0;0;11;south;PCAB
7;2013;152;5;1;4;1;0;0;8;south;PCAB
7;2013;152;5;2;4;1;0;0;8;south;PCAB
7;2013;152;5;3;5;1;0;0;8;south;PCAB
8;2013;156;5;1;5;0;0;0;9;south;PCAB
8;2013;156;5;2;5;0;0;0;7;south;PCAB
8;2013;156;5;3;5;0;0;0;8;south;PCAB
9;2013;162;5;1;5;1;0;0;10;south;PCAB
9;2013;162;5;2;6;0;0;0;8;south;PCAB
9;2013;162;5;3;5;1;0;0;9;south;PCAB
10;2013;170;5;1;7;5;0;0;9;south;PCAB
10;2013;170;5;2;9;5;1;0;9;south;PCAB
10;2013;170;5;3;10;5;2;0;9;south;PCAB
11;2013;174;5;1;7;4;0;0;9;south;PCAB
11;2013;174;5;2;6;3;0;0;9;south;PCAB
11;2013;174;5;3;5;4;0;0;9;south;PCAB
12;2013;183;5;1;6;4;0;0;8;south;PCAB
12;2013;183;5;2;7;4;0;0;8;south;PCAB
12;2013;183;5;3;7;4;0;0;7;south;PCAB
13;2013;192;5;1;6;4;1;0;9;south;PCAB
13;2013;192;5;2;6;3;2;0;8;south;PCAB
13;2013;192;5;3;6;4;2;0;8;south;PCAB
14;2013;201;5;1;5;4;7;5;10;south;PCAB
14;2013;201;5;2;6;3;6;5;10;south;PCAB
14;2013;201;5;3;6;5;5;5;9;south;PCAB
15;2013;210;5;1;5;0;6;4;9;south;PCAB
15;2013;210;5;2;5;0;7;4;10;south;PCAB
15;2013;210;5;3;6;1;5;5;12;south;PCAB
16;2013;220;5;1;5;0;4;5;8;south;PCAB
16;2013;220;5;2;6;0;4;4;7;south;PCAB
16;2013;220;5;3;5;0;3;4;7;south;PCAB
17;2013;232;5;1;6;1;14;27;9;south;PCAB
17;2013;232;5;2;6;1;13;26;9;south;PCAB
17;2013;232;5;3;6;1;14;26;10;south;PCAB
18;2013;241;5;1;7;1;9;20;12;south;PCAB
18;2013;241;5;2;;;;;;south;PCAB
18;2013;241;5;3;;;;;;south;PCAB
19;2013;252;5;1;6;0;8;22;13;south;PCAB
19;2013;252;5;2;;;;;;south;PCAB
19;2013;252;5;3;;;;;;south;PCAB
20;2013;262;5;1;6;0;7;19;9;south;PCAB
20;2013;262;5;2;6;0;4;21;9;south;PCAB
20;2013;262;5;3;6;1;4;23;11;south;PCAB
21;2013;268;5;1;5;0;1;8;8;south;PCAB
21;2013;268;5;2;5;0;1;7;9;south;PCAB
21;2013;268;5;3;4;0;1;7;7;south;PCAB
22;2013;292;5;1;5;0;1;8;19;south;PCAB
22;2013;292;5;2;5;0;1;7;19;south;PCAB
22;2013;292;5;3;5;0;1;7;19;south;PCAB
1;2013;118;6;1;5;0;0;0;36;south;PCAB
1;2013;118;6;2;5;0;0;0;37;south;PCAB
1;2013;118;6;3;6;0;0;0;36;south;PCAB
2;2013;125;6;1;6;0;0;0;35;south;PCAB
2;2013;125;6;2;5;1;0;0;36;south;PCAB
2;2013;125;6;3;6;0;0;0;35;south;PCAB
3;2013;131;6;1;5;0;0;0;27;south;PCAB
3;2013;131;6;2;5;0;0;0;29;south;PCAB
3;2013;131;6;3;4;0;0;0;28;south;PCAB
4;2013;138;6;1;7;0;0;0;29;south;PCAB
4;2013;138;6;2;9;0;0;0;28;south;PCAB
4;2013;138;6;3;8;0;0;0;32;south;PCAB
5;2013;142;6;1;11;0;0;0;50;south;PCAB
5;2013;142;6;2;10;1;0;0;50;south;PCAB
5;2013;142;6;3;9;1;0;0;41;south;PCAB
6;2013;147;6;1;6;0;0;0;20;south;PCAB
6;2013;147;6;2;7;0;0;0;20;south;PCAB
6;2013;147;6;3;7;0;0;0;17;south;PCAB
7;2013;152;6;1;11;0;0;0;29;south;PCAB
7;2013;152;6;2;9;1;0;0;28;south;PCAB
7;2013;152;6;3;9;2;0;0;27;south;PCAB
8;2013;156;6;1;8;1;0;0;31;south;PCAB
8;2013;156;6;2;8;2;0;0;31;south;PCAB
8;2013;156;6;3;9;1;0;0;32;south;PCAB
9;2013;162;6;1;7;1;0;0;32;south;PCAB
9;2013;162;6;2;10;1;0;0;32;south;PCAB
9;2013;162;6;3;8;1;0;0;31;south;PCAB
10;2013;170;6;1;11;8;0;0;31;south;PCAB
